code_iris,median_income,poverty_rate,income_d1,income_d9,income_inequality_ratio,gini_index,income_q1,income_q3,code_insee
915210102,22040.0,18.0,11460.0,37160.0,3.2,0.257,15700.0,29620.0,91521
915210103,17970.0,30.0,8670.0,29830.0,3.4,0.266,12590.0,23870.0,91521
915210104,22680.0,19.0,11040.0,38000.0,3.4,0.275,16140.0,29850.0,91521
915210105,22550.0,18.0,11200.0,38750.0,3.5,0.267,16070.0,30050.0,91521
915210106,23610.0,15.0,12150.0,37770.0,3.1,0.244,17080.0,30070.0,91521
915210107,25200.0,11.0,13580.0,38080.0,2.8,0.233,18380.0,31640.0,91521
915210108,16270.0,39.0,8550.0,29240.0,3.4,0.268,11790.0,22940.0,91521
915210109,16800.0,31.0,9560.0,27740.0,2.9,0.23,12840.0,21840.0,91521
915210110,16110.0,35.0,9030.0,27740.0,3.1,0.236,12270.0,21880.0,91521
915210111,,,,,,,,,91521
915210112,,,,,,,,,91521
915490101,26650.0,10.0,13720.0,42900.0,3.1,0.252,19200.0,34080.0,91549
915490102,33100.0,3.0,20170.0,54710.0,2.7,0.248,25640.0,42130.0,91549
915490103,30360.0,3.0,18860.0,49690.0,2.6,0.229,24160.0,38640.0,91549
915490104,29170.0,9.0,14710.0,49300.0,3.4,0.267,21780.0,37920.0,91549
915490105,30720.0,7.0,16690.0,49820.0,3.0,0.287,23050.0,39440.0,91549
915490106,28080.0,8.0,14840.0,47820.0,3.2,0.253,21250.0,36160.0,91549
915490107,27560.0,7.0,15510.0,45070.0,2.9,0.239,20640.0,35130.0,91549
915490108,19400.0,25.0,10330.0,33450.0,3.2,0.265,13930.0,26250.0,91549
915490109,22940.0,17.0,11390.0,37460.0,3.3,0.279,15870.0,30040.0,91549
915490110,22250.0,15.0,12070.0,36550.0,3.0,0.24,15890.0,28810.0,91549
915490111,,,,,,,,,91549
915490112,22490.0,19.0,10890.0,36410.0,3.3,0.259,15460.0,29530.0,91549
915490113,20320.0,24.0,10560.0,34150.0,3.2,0.251,14070.0,27220.0,91549
915490114,17540.0,29.0,9710.0,28410.0,2.9,0.23,13090.0,22820.0,91549
915490115,16100.0,37.0,7840.0,28520.0,3.6,0.274,11820.0,22370.0,91549
915520101,24300.0,11.0,13310.0,36350.0,2.7,0.218,18520.0,30230.0,91552
915520102,22970.0,15.0,12040.0,38590.0,3.2,0.255,16490.0,30170.0,91552
915520103,22760.0,17.0,11750.0,35980.0,3.1,0.245,16890.0,29670.0,91552
915520104,27740.0,5.0,16120.0,42910.0,2.7,0.225,22030.0,34810.0,91552
915530101,31790.0,9.0,14340.0,63420.0,4.4,0.315,22650.0,43520.0,91553
915530102,25330.0,12.0,13490.0,41020.0,3.0,0.264,18310.0,33150.0,91553
915530103,32430.0,3.0,21030.0,52960.0,2.5,0.22,26200.0,40480.0,91553
915700101,25700.0,13.0,13130.0,40520.0,3.1,0.248,18420.0,32700.0,91570
915700102,27350.0,9.0,15020.0,44510.0,3.0,0.247,20920.0,35370.0,91570
915700103,27760.0,7.0,15680.0,45630.0,2.9,0.245,21240.0,35610.0,91570
915700104,,,,,,,,,91570
915700105,,,,,,,,,91570
915700106,,,,,,,,,91570
915700107,23130.0,15.0,11950.0,36620.0,3.1,0.245,16940.0,29690.0,91570
915700108,26830.0,11.0,13750.0,41610.0,3.0,0.243,21030.0,33490.0,91570
915730101,23310.0,13.0,12190.0,34920.0,2.9,0.228,17840.0,29020.0,91573
915730102,29890.0,5.0,16590.0,51750.0,3.1,0.25,23090.0,39530.0,91573
915730103,26950.0,5.0,16180.0,39490.0,2.4,0.202,21360.0,32890.0,91573
915730104,26320.0,7.0,15160.0,41310.0,2.7,0.237,20010.0,33040.0,91573
915730105,27140.0,9.0,14460.0,41560.0,2.9,0.234,19310.0,33540.0,91573
915730106,23380.0,11.0,12990.0,34820.0,2.7,0.209,17920.0,28680.0,91573
915890101,22290.0,16.0,11170.0,35780.0,3.2,0.244,16420.0,28840.0,91589
915890102,17370.0,33.0,9480.0,29830.0,3.1,0.255,12330.0,22720.0,91589
915890103,14390.0,47.0,8530.0,24150.0,2.8,0.23,10750.0,19260.0,91589
915890104,26040.0,14.0,10970.0,46240.0,4.2,0.287,18230.0,35920.0,91589
915890105,21310.0,20.0,10170.0,36120.0,3.6,0.274,15320.0,29220.0,91589
915890106,26270.0,13.0,12950.0,46610.0,3.6,0.289,18560.0,35660.0,91589
915890107,28220.0,5.0,17120.0,44500.0,2.6,0.222,22180.0,35520.0,91589
915890108,31850.0,5.0,19170.0,53390.0,2.8,0.264,25740.0,39930.0,91589
915890109,27430.0,9.0,14230.0,45140.0,3.2,0.246,20650.0,35350.0,91589
915890110,25900.0,11.0,13410.0,41150.0,3.1,0.247,19300.0,33340.0,91589
915890111,27410.0,12.0,13300.0,44730.0,3.4,0.265,19800.0,36080.0,91589
915890112,28300.0,9.0,14940.0,45540.0,3.0,0.247,21670.0,35530.0,91589
915890113,,,,,,,,,91589
915890114,29430.0,5.0,17220.0,47210.0,2.7,0.252,22680.0,36760.0,91589
915890115,25790.0,13.0,12470.0,43460.0,3.5,0.252,19370.0,34680.0,91589
915890116,25890.0,9.0,14410.0,40000.0,2.8,0.224,20190.0,32650.0,91589
916000101,34140.0,3.0,20830.0,55230.0,2.7,0.237,26950.0,43460.0,91600
916000102,23580.0,17.0,11840.0,48390.0,4.1,0.34,16480.0,33880.0,91600
916000103,33920.0,5.0,19650.0,63130.0,3.2,0.313,25710.0,44910.0,91600
916450101,32260.0,11.0,13200.0,63610.0,4.8,0.347,20780.0,46980.0,91645
916450102,39220.0,5.0,18370.0,71190.0,3.9,0.313,27530.0,53090.0,91645
916450103,42280.0,5.0,18880.0,78210.0,4.1,0.331,29790.0,57230.0,91645
916450104,30450.0,7.0,14650.0,57920.0,4.0,0.324,21330.0,42250.0,91645
916450105,37190.0,7.0,16760.0,61600.0,3.7,0.27,26710.0,48460.0,91645
916450106,36980.0,5.0,19250.0,74450.0,3.9,0.308,27410.0,51170.0,91645
916450107,26540.0,13.0,12190.0,65420.0,5.4,0.418,17240.0,41010.0,91645
916450108,,,,,,,,,91645
916450109,,,,,,,,,91645
916570101,24210.0,17.0,11060.0,39890.0,3.6,0.265,16940.0,31540.0,91657
916570102,21490.0,22.0,10430.0,35300.0,3.4,0.262,14400.0,28590.0,91657
916570103,17790.0,31.0,9920.0,29200.0,2.9,0.233,13100.0,24040.0,91657
916570104,17750.0,27.0,10050.0,29840.0,3.0,0.234,13360.0,23050.0,91657
916570105,16990.0,29.0,9940.0,26650.0,2.7,0.21,13170.0,22330.0,91657
916570106,22390.0,17.0,11380.0,36900.0,3.2,0.251,16400.0,29200.0,91657
916570107,24610.0,11.0,13270.0,37690.0,2.8,0.229,18460.0,30630.0,91657
916570108,15810.0,35.0,9720.0,28020.0,2.9,0.245,12530.0,21340.0,91657
916570109,25730.0,9.0,14140.0,39680.0,2.8,0.225,19550.0,32350.0,91657
916570110,23390.0,15.0,11830.0,38500.0,3.3,0.256,16700.0,30860.0,91657
916610101,33480.0,4.0,19210.0,53050.0,2.8,0.24,25920.0,41330.0,91661
916610102,29810.0,6.0,16810.0,49730.0,3.0,0.238,22880.0,38560.0,91661
916610103,25600.0,11.0,13570.0,40360.0,3.0,0.24,18980.0,32800.0,91661
916870101,23440.0,16.0,10980.0,38760.0,3.5,0.263,16540.0,31120.0,91687
916870102,21690.0,20.0,10550.0,38840.0,3.7,0.28,15340.0,29480.0,91687
916870103,21850.0,12.0,13320.0,35120.0,2.6,0.224,16620.0,28240.0,91687
916870104,18240.0,26.0,9840.0,28960.0,2.9,0.225,13650.0,23370.0,91687
916870105,26730.0,12.0,12750.0,43880.0,3.4,0.261,19190.0,34290.0,91687
916870106,24790.0,11.0,13360.0,41910.0,3.1,0.257,17990.0,31990.0,91687
916870107,27000.0,10.0,13310.0,43450.0,3.3,0.246,19830.0,33880.0,91687
916870108,25530.0,10.0,13640.0,42270.0,3.1,0.255,19000.0,33920.0,91687
916870109,17700.0,27.0,9970.0,29840.0,3.0,0.241,13410.0,23300.0,91687
916870110,,,,,,,,,91687
916870111,17570.0,32.0,9120.0,29730.0,3.3,0.251,12740.0,23650.0,91687
916870112,24830.0,11.0,13690.0,37570.0,2.7,0.229,19610.0,31440.0,91687
916910101,30150.0,7.0,15760.0,49200.0,3.1,0.252,22750.0,38680.0,91691
916910102,27540.0,7.0,15380.0,44390.0,2.9,0.234,20830.0,34730.0,91691
916910103,30370.0,7.0,16010.0,50330.0,3.1,0.258,23260.0,38940.0,91691
916910104,26710.0,8.0,14590.0,42050.0,2.9,0.23,20280.0,33670.0,91691
916910105,23920.0,14.0,12330.0,38720.0,3.1,0.245,17090.0,31050.0,91691
916910106,29420.0,7.0,15270.0,50920.0,3.3,0.275,22240.0,38250.0,91691
916910107,29230.0,8.0,15030.0,48540.0,3.2,0.25,22250.0,37640.0,91691
916920101,21300.0,21.0,10700.0,35910.0,3.4,0.256,14730.0,28930.0,91692
916920102,21500.0,16.0,11620.0,33550.0,2.9,0.231,16010.0,27240.0,91692
916920103,21750.0,18.0,11250.0,34390.0,3.1,0.236,15910.0,28160.0,91692
916920104,19300.0,24.0,10300.0,32990.0,3.2,0.253,13990.0,25930.0,91692
916920105,15540.0,38.0,8600.0,24810.0,2.9,0.231,11970.0,19730.0,91692
916920106,17770.0,25.0,10540.0,28590.0,2.7,0.214,13760.0,22520.0,91692
916920107,19570.0,23.0,10120.0,33370.0,3.3,0.252,14120.0,26340.0,91692
916920108,30330.0,3.0,18340.0,46430.0,2.5,0.21,23750.0,37160.0,91692
920020101,43300.0,5.0,21150.0,86420.0,4.1,0.372,30840.0,58880.0,92002
920020102,38700.0,5.0,20850.0,63480.0,3.0,0.247,29110.0,49480.0,92002
920020103,29500.0,11.0,12480.0,50290.0,4.0,0.286,20200.0,38630.0,92002
920020104,34250.0,6.0,16960.0,59250.0,3.5,0.32,24600.0,45530.0,92002
920020105,36240.0,6.0,17780.0,64970.0,3.7,0.297,25980.0,48450.0,92002
920020106,33170.0,6.0,17490.0,54020.0,3.1,0.249,24510.0,43160.0,92002
920020107,36740.0,6.0,18490.0,66340.0,3.6,0.298,27130.0,48550.0,92002
920020201,38980.0,3.0,22090.0,65250.0,3.0,0.251,30090.0,49070.0,92002
920020202,24160.0,11.0,13280.0,39800.0,3.0,0.237,18010.0,30990.0,92002
920020203,35200.0,5.0,18950.0,60740.0,3.2,0.272,27080.0,47290.0,92002
920020204,30260.0,10.0,13950.0,48950.0,3.5,0.269,22090.0,38820.0,92002
920020205,26530.0,13.0,12460.0,52240.0,4.2,0.306,17470.0,37560.0,92002
920020301,29520.0,9.0,14060.0,52380.0,3.7,0.276,20730.0,39110.0,92002
920020302,21700.0,21.0,9910.0,36480.0,3.7,0.263,15220.0,28550.0,92002
920020303,33790.0,3.0,19410.0,54910.0,2.8,0.235,26860.0,42740.0,92002
920020304,35350.0,5.0,17850.0,59420.0,3.3,0.256,27200.0,45740.0,92002
920020305,27220.0,13.0,12840.0,48710.0,3.8,0.294,17420.0,37620.0,92002
920020306,17330.0,29.0,9470.0,31860.0,3.4,0.26,12980.0,23450.0,92002
920020307,17740.0,31.0,10200.0,30120.0,3.0,0.251,12820.0,23930.0,92002
920020308,29010.0,11.0,13090.0,53870.0,4.1,0.291,19050.0,40310.0,92002
920020401,34910.0,6.0,16860.0,61750.0,3.7,0.286,25600.0,45170.0,92002
920020402,32110.0,10.0,13700.0,62240.0,4.5,0.325,20090.0,45780.0,92002
920020403,32320.0,7.0,17030.0,60230.0,3.5,0.29,23860.0,45050.0,92002
920020404,39540.0,3.0,21560.0,73650.0,3.4,0.284,29650.0,54350.0,92002
920020405,37900.0,3.0,22590.0,61100.0,2.7,0.245,29960.0,48540.0,92002
920020406,30450.0,7.0,14890.0,58200.0,3.9,0.295,21310.0,43410.0,92002
920020407,36960.0,3.0,20540.0,66100.0,3.2,0.27,28240.0,49380.0,92002
920040101,40440.0,6.0,17690.0,82140.0,4.6,0.348,28480.0,55790.0,92004
920040102,33310.0,11.0,13470.0,74220.0,5.5,0.399,22140.0,49310.0,92004
920040103,37750.0,5.0,17640.0,69190.0,3.9,0.303,27540.0,52010.0,92004
920040104,36390.0,5.0,17550.0,76870.0,4.4,0.322,25830.0,51780.0,92004
920040105,36660.0,7.0,17280.0,62770.0,3.6,0.282,27100.0,47800.0,92004
920040201,39230.0,7.0,16940.0,88730.0,5.2,0.386,25960.0,56290.0,92004
920040202,34510.0,10.0,13920.0,64190.0,4.6,0.329,23010.0,46850.0,92004
920040203,38310.0,6.0,17090.0,78160.0,4.6,0.337,25980.0,54600.0,92004
920040301,33800.0,9.0,14290.0,61750.0,4.3,0.318,22730.0,45720.0,92004
920040302,31090.0,10.0,13960.0,54610.0,3.9,0.284,21670.0,41850.0,92004
920040303,33840.0,10.0,14010.0,60980.0,4.4,0.295,23490.0,46080.0,92004
920040304,,,,,,,,,92004
920040305,36150.0,7.0,16030.0,65800.0,4.1,0.317,25080.0,49350.0,92004
920040401,36410.0,8.0,15790.0,70830.0,4.5,0.343,25720.0,49860.0,92004
920040402,34410.0,9.0,14390.0,63750.0,4.4,0.326,23200.0,47860.0,92004
920040403,37490.0,7.0,17420.0,75300.0,4.3,0.368,26080.0,52260.0,92004
920040404,35100.0,6.0,16680.0,66580.0,4.0,0.31,25080.0,49250.0,92004
920040501,25310.0,20.0,10560.0,49870.0,4.7,0.338,15200.0,36280.0,92004
920040502,25520.0,16.0,11370.0,48010.0,4.2,0.318,16310.0,36280.0,92004
920040503,,,,,,,,,92004
920040504,21190.0,25.0,9900.0,44230.0,4.5,0.332,13840.0,31460.0,92004
920040601,17110.0,33.0,8610.0,29010.0,3.4,0.267,12560.0,22100.0,92004
920040602,19930.0,27.0,9300.0,42790.0,4.6,0.34,13470.0,29790.0,92004
920040603,26290.0,19.0,10800.0,53220.0,4.9,0.339,16020.0,39350.0,92004
920040604,29030.0,14.0,11330.0,52620.0,4.6,0.311,18580.0,40670.0,92004
920040701,18630.0,25.0,10090.0,35820.0,3.5,0.281,13650.0,28130.0,92004
920040702,16340.0,35.0,9870.0,27160.0,2.8,0.226,12310.0,21510.0,92004
920040703,18430.0,29.0,9500.0,31730.0,3.3,0.264,12890.0,24910.0,92004
920040704,18110.0,33.0,9280.0,33010.0,3.6,0.278,12400.0,24740.0,92004
920040705,17380.0,25.0,10320.0,30470.0,3.0,0.246,13890.0,24010.0,92004
920040706,21180.0,19.0,11410.0,37840.0,3.3,0.279,15090.0,28250.0,92004
920040707,21920.0,23.0,10270.0,40510.0,3.9,0.298,14510.0,31210.0,92004
920070101,22270.0,19.0,10450.0,39290.0,3.8,0.273,15610.0,30240.0,92007
920070102,22710.0,15.0,12240.0,49730.0,4.1,0.328,16020.0,30510.0,92007
920070103,20040.0,21.0,10090.0,33910.0,3.4,0.257,14340.0,25920.0,92007
920070104,21190.0,22.0,10490.0,41050.0,3.9,0.291,14370.0,30210.0,92007
920070105,19580.0,23.0,11020.0,33860.0,3.1,0.248,14220.0,25120.0,92007
920070106,21100.0,20.0,11740.0,42430.0,3.6,0.288,14940.0,30890.0,92007
920070107,16970.0,30.0,10040.0,28610.0,2.8,0.228,12730.0,22900.0,92007
920070108,21200.0,20.0,11240.0,38690.0,3.4,0.271,14960.0,29130.0,92007
920070109,25940.0,13.0,12960.0,46390.0,3.6,0.28,18060.0,35060.0,92007
920070110,21770.0,21.0,10670.0,40360.0,3.8,0.305,14950.0,30900.0,92007
920070111,24130.0,16.0,11740.0,44500.0,3.8,0.307,16810.0,33710.0,92007
920070112,20150.0,21.0,10990.0,37000.0,3.4,0.262,15040.0,27940.0,92007
920070113,21630.0,21.0,10280.0,39240.0,3.8,0.286,14580.0,30220.0,92007
920070114,17770.0,31.0,9750.0,29510.0,3.0,0.249,12480.0,23810.0,92007
920070115,19110.0,25.0,10110.0,34750.0,3.4,0.274,14110.0,26330.0,92007
920070116,18990.0,24.0,10600.0,33570.0,3.2,0.25,14080.0,25210.0,92007
920070117,28110.0,9.0,14340.0,46620.0,3.3,0.264,19510.0,36320.0,92007
920090101,22470.0,21.0,10330.0,43510.0,4.2,0.301,15070.0,33670.0,92009
920090102,29950.0,11.0,12690.0,59310.0,4.7,0.312,19510.0,41380.0,92009
920090103,32140.0,10.0,13800.0,60710.0,4.4,0.316,22020.0,45550.0,92009
920090104,,,,,,,,,92009
920090105,31980.0,8.0,14970.0,58450.0,3.9,0.304,21900.0,44040.0,92009
920090106,,,,,,,,,92009
920090107,34800.0,7.0,16940.0,67570.0,4.0,0.355,25580.0,47130.0,92009
920090108,30700.0,9.0,14390.0,58220.0,4.0,0.351,21630.0,42510.0,92009
920090109,38790.0,7.0,15650.0,78670.0,5.0,0.358,26140.0,56430.0,92009
920090110,32080.0,11.0,13750.0,66840.0,4.9,0.364,20820.0,46350.0,92009
920090111,34760.0,7.0,16890.0,64070.0,3.8,0.292,25930.0,48240.0,92009
920090112,34270.0,8.0,15470.0,63780.0,4.1,0.317,23190.0,47620.0,92009
920120101,45220.0,7.0,17370.0,99520.0,5.7,0.406,29300.0,68520.0,92012
920120102,46680.0,5.0,18510.0,105700.0,5.7,0.425,29340.0,68780.0,92012
920120103,41680.0,8.0,15970.0,102250.0,6.4,0.414,26820.0,64390.0,92012
920120105,38060.0,7.0,17430.0,89740.0,5.1,0.436,26110.0,58740.0,92012
920120106,37290.0,8.0,15570.0,73620.0,4.7,0.357,25520.0,51990.0,92012
920120107,35920.0,9.0,14680.0,76780.0,5.2,0.375,21590.0,53460.0,92012
920120201,38810.0,8.0,16530.0,72840.0,4.4,0.333,25900.0,51510.0,92012
920120202,34360.0,8.0,15310.0,62830.0,4.1,0.312,22820.0,46810.0,92012
920120203,35630.0,9.0,14730.0,74650.0,5.1,0.355,23600.0,52220.0,92012
920120204,34790.0,10.0,14150.0,72560.0,5.1,0.366,23010.0,50860.0,92012
920120205,34650.0,9.0,14580.0,66060.0,4.5,0.324,23000.0,47700.0,92012
920120206,35850.0,9.0,14710.0,80580.0,5.5,0.378,23770.0,55080.0,92012
920120207,31540.0,9.0,14570.0,56530.0,3.9,0.292,22510.0,42500.0,92012
920120208,38870.0,9.0,14740.0,73490.0,5.0,0.334,24750.0,53170.0,92012
920120301,30540.0,12.0,12930.0,58190.0,4.5,0.331,20540.0,41840.0,92012
920120302,34010.0,9.0,14160.0,65620.0,4.6,0.321,22540.0,48270.0,92012
920120303,31600.0,10.0,13860.0,68470.0,4.9,0.36,21130.0,46990.0,92012
920120304,19700.0,21.0,11200.0,29930.0,2.7,0.22,14910.0,25160.0,92012
920120305,33860.0,11.0,12320.0,63350.0,5.1,0.313,23130.0,46190.0,92012
920120401,37290.0,8.0,15820.0,77310.0,4.9,0.337,24440.0,54070.0,92012
920120402,17320.0,31.0,9680.0,28670.0,3.0,0.24,12900.0,21910.0,92012
920120403,35700.0,8.0,16370.0,63370.0,3.9,0.3,24940.0,47670.0,92012
920120404,29440.0,9.0,14430.0,52890.0,3.7,0.291,21480.0,40340.0,92012
920120405,31730.0,13.0,12470.0,67390.0,5.4,0.358,19250.0,46920.0,92012
920120406,32930.0,10.0,14040.0,60970.0,4.3,0.321,21800.0,46580.0,92012
920120501,38290.0,9.0,15220.0,80700.0,5.3,0.401,25130.0,54760.0,92012
920120502,36790.0,9.0,14490.0,74310.0,5.1,0.338,24820.0,52530.0,92012
920120503,31170.0,11.0,13450.0,64840.0,4.8,0.352,20560.0,45260.0,92012
920120504,31540.0,13.0,12450.0,66360.0,5.3,0.356,20630.0,45070.0,92012
920120505,33490.0,10.0,13820.0,68450.0,5.0,0.36,21610.0,49720.0,92012
920120506,33390.0,9.0,14530.0,68260.0,4.7,0.343,22140.0,48740.0,92012
920120601,40420.0,6.0,17470.0,80210.0,4.6,0.373,27890.0,57110.0,92012
920120602,39810.0,8.0,15880.0,83350.0,5.2,0.385,26790.0,59320.0,92012
920120603,38990.0,8.0,15960.0,84810.0,5.3,0.419,25900.0,57570.0,92012
920120604,36040.0,9.0,14850.0,70080.0,4.7,0.356,23880.0,51880.0,92012
920120701,32450.0,10.0,13850.0,85680.0,6.2,0.424,21280.0,55470.0,92012
920120702,42850.0,7.0,16400.0,95710.0,5.8,0.428,26950.0,66220.0,92012
920120703,52280.0,5.0,19790.0,139020.0,7.0,0.562,31690.0,89190.0,92012
920120704,42130.0,7.0,16240.0,131140.0,8.1,0.559,25740.0,73930.0,92012
920120705,44210.0,5.0,19100.0,95560.0,5.0,0.408,29600.0,67100.0,92012
920120706,41380.0,6.0,17920.0,84070.0,4.7,0.353,28150.0,58360.0,92012
920120707,37180.0,7.0,16660.0,80510.0,4.8,0.382,25390.0,53880.0,92012
920140101,20600.0,21.0,10330.0,42070.0,4.1,0.308,14700.0,30680.0,92014
920140102,39090.0,5.0,20390.0,76490.0,3.8,0.313,29800.0,53820.0,92014
920140103,33220.0,8.0,15770.0,56610.0,3.6,0.277,24280.0,43450.0,92014
920140104,30360.0,9.0,14320.0,54040.0,3.8,0.289,21370.0,42020.0,92014
920140105,33360.0,10.0,13540.0,60060.0,4.4,0.306,22050.0,44510.0,92014
920140106,34810.0,6.0,16180.0,68210.0,4.2,0.315,24010.0,49120.0,92014
920140107,39760.0,3.0,18930.0,71880.0,3.8,0.293,28200.0,54000.0,92014
920140108,36220.0,5.0,18320.0,65100.0,3.6,0.282,26760.0,47070.0,92014
920190101,26810.0,7.0,14880.0,46730.0,3.1,0.262,19670.0,35950.0,92019
920190102,34840.0,5.0,19120.0,62030.0,3.2,0.302,25210.0,45670.0,92019
920190103,36430.0,5.0,17750.0,65110.0,3.7,0.382,25470.0,48190.0,92019
920190104,27400.0,13.0,12970.0,51400.0,4.0,0.302,17880.0,37800.0,92019
920190105,21690.0,17.0,11730.0,39190.0,3.3,0.265,15630.0,30780.0,92019
920190106,19240.0,21.0,11360.0,31200.0,2.7,0.235,14410.0,25140.0,92019
920190107,17290.0,31.0,9390.0,29420.0,3.1,0.245,12930.0,22480.0,92019
920190108,17450.0,31.0,9960.0,27370.0,2.7,0.219,13080.0,22620.0,92019
920190109,28010.0,10.0,14040.0,51460.0,3.7,0.284,19720.0,37710.0,92019
920190110,29930.0,7.0,16190.0,54100.0,3.3,0.277,21050.0,41040.0,92019
920190111,30300.0,5.0,16690.0,49270.0,3.0,0.254,22550.0,39670.0,92019
920190112,33480.0,5.0,18230.0,61020.0,3.3,0.264,25720.0,42130.0,92019
920190113,34440.0,6.0,17500.0,60620.0,3.5,0.29,25500.0,46990.0,92019
920190114,36250.0,5.0,20860.0,72800.0,3.5,0.487,27650.0,48320.0,92019
920200101,28500.0,11.0,13490.0,51780.0,3.8,0.283,19770.0,39060.0,92020
920200102,27840.0,13.0,12830.0,49280.0,3.8,0.295,18980.0,38820.0,92020
920200103,23810.0,17.0,10640.0,45070.0,4.2,0.295,16490.0,34050.0,92020
920200104,31670.0,8.0,14760.0,53490.0,3.6,0.276,22800.0,41580.0,92020
920200105,23190.0,17.0,11270.0,43680.0,3.9,0.288,16130.0,30730.0,92020
920200106,33700.0,6.0,16060.0,61700.0,3.8,0.282,24010.0,46990.0,92020
920200107,34480.0,5.0,18300.0,59940.0,3.3,0.265,25680.0,45260.0,92020
920200108,27480.0,10.0,13670.0,46520.0,3.4,0.275,19410.0,36480.0,92020
920200109,30750.0,9.0,14680.0,55250.0,3.8,0.295,22610.0,41730.0,92020
920200111,31560.0,7.0,15320.0,53520.0,3.5,0.272,22230.0,42580.0,92020
920200112,35410.0,5.0,18900.0,58380.0,3.1,0.252,27410.0,45310.0,92020
920220101,44320.0,3.0,23700.0,82810.0,3.5,0.287,33500.0,59240.0,92022
920220102,32130.0,8.0,15050.0,60970.0,4.1,0.297,22850.0,44930.0,92022
920220103,35910.0,6.0,17720.0,64790.0,3.7,0.3,25750.0,45760.0,92022
920220104,31760.0,7.0,15140.0,56450.0,3.7,0.284,22230.0,43170.0,92022
920220105,22340.0,17.0,11950.0,37480.0,3.1,0.263,15740.0,29890.0,92022
920220106,31480.0,6.0,15620.0,52800.0,3.4,0.267,22500.0,40270.0,92022
920220107,30670.0,11.0,13780.0,68700.0,5.0,0.349,20290.0,45800.0,92022
920220108,26820.0,15.0,11810.0,51590.0,4.4,0.297,17940.0,37610.0,92022
920220109,36980.0,5.0,18880.0,65320.0,3.5,0.291,27030.0,49820.0,92022
920230101,35470.0,5.0,18820.0,68910.0,3.7,0.323,25870.0,51870.0,92023
920230102,30090.0,7.0,15350.0,55770.0,3.6,0.293,21690.0,41210.0,92023
920230103,30820.0,9.0,14710.0,57250.0,3.9,0.299,21930.0,42380.0,92023
920230104,30610.0,7.0,15580.0,55140.0,3.5,0.302,21930.0,41160.0,92023
920230105,35060.0,4.0,20310.0,65050.0,3.2,0.27,27250.0,46900.0,92023
920230201,37540.0,5.0,19350.0,75400.0,3.9,0.326,27960.0,53180.0,92023
920230202,36900.0,5.0,17110.0,76960.0,4.5,0.328,25890.0,49970.0,92023
920230203,38490.0,5.0,18290.0,71140.0,3.9,0.291,27100.0,52770.0,92023
920230301,31570.0,10.0,14150.0,54520.0,3.9,0.299,22240.0,41510.0,92023
920230302,29770.0,9.0,14510.0,50650.0,3.5,0.265,21780.0,39140.0,92023
920230303,38730.0,5.0,18850.0,71680.0,3.8,0.298,27320.0,51830.0,92023
920230304,40050.0,5.0,18770.0,72820.0,3.9,0.315,29090.0,54740.0,92023
920230401,33750.0,6.0,17560.0,58010.0,3.3,0.276,25010.0,44270.0,92023
920230402,30470.0,9.0,14360.0,52020.0,3.6,0.271,21660.0,40550.0,92023
920230501,,,,,,,,,92023
920230502,19220.0,27.0,10230.0,32230.0,3.2,0.251,13600.0,25410.0,92023
920230503,17880.0,27.0,10070.0,30030.0,3.0,0.238,13450.0,23730.0,92023
920230504,22400.0,18.0,11390.0,37860.0,3.3,0.266,15580.0,30320.0,92023
920230505,17460.0,30.0,9570.0,27520.0,2.9,0.228,13120.0,22770.0,92023
920230506,30710.0,9.0,15110.0,50810.0,3.4,0.276,22840.0,39770.0,92023
920230507,29670.0,7.0,15140.0,49790.0,3.3,0.281,21570.0,39310.0,92023
920240101,25470.0,21.0,10190.0,47600.0,4.7,0.323,15340.0,35900.0,92024
920240102,25850.0,19.0,9910.0,51040.0,5.2,0.324,15390.0,36980.0,92024
920240103,26440.0,18.0,10920.0,51040.0,4.7,0.319,16480.0,38720.0,92024
920240104,24710.0,18.0,11050.0,51650.0,4.7,0.339,16280.0,38380.0,92024
920240201,,,,,,,,,92024
920240202,20990.0,27.0,7970.0,49790.0,6.2,0.392,13280.0,35080.0,92024
920240203,23540.0,21.0,9690.0,43680.0,4.5,0.309,14640.0,32790.0,92024
920240301,16240.0,36.0,8980.0,27560.0,3.1,0.249,12080.0,21840.0,92024
920240302,,,,,,,,,92024
920240303,22140.0,21.0,10600.0,39810.0,3.8,0.292,15810.0,30570.0,92024
920240304,20590.0,22.0,10820.0,38650.0,3.6,0.287,14380.0,28290.0,92024
920240401,22760.0,20.0,10270.0,46950.0,4.6,0.325,15440.0,33530.0,92024
920240402,25060.0,19.0,10360.0,46270.0,4.5,0.304,15960.0,35470.0,92024
920240403,21930.0,23.0,8860.0,41840.0,4.7,0.312,14310.0,31920.0,92024
920240404,17710.0,29.0,9610.0,29870.0,3.1,0.255,13320.0,23360.0,92024
920240405,17860.0,32.0,9200.0,37210.0,4.0,0.307,12490.0,26220.0,92024
920240501,16890.0,41.0,4460.0,42900.0,9.6,0.412,9980.0,28200.0,92024
920240502,24690.0,22.0,9900.0,50700.0,5.1,0.371,14960.0,36880.0,92024
920240503,21610.0,23.0,9140.0,44470.0,4.9,0.337,14400.0,32420.0,92024
920240504,26640.0,17.0,11560.0,52720.0,4.6,0.322,16850.0,37860.0,92024
